id	file	offset	budget	same_as	jp	kr
SYS02391	SSCR.BIN	0x691FC	127		おにぎりが好きなモンスター\n「にぎりへんげ」の執念が\nこめられている。\nこれで敵を倒すと、敵がおにぎりに\nなってしまうことがある。\n	주먹밥을 좋아하는 몬스터\n「니기리헨게」의 집념이\n담겨 있다.\n이걸로 적을 쓰러뜨리면, 적이 주먹밥으로\n변해버리는 일이 있다.\n
SYS02392	SSCR.BIN	0x6927D	115		装備を弾くのが得意なモンスター\n「ケンゴウ族」の執念が\nこめられている。\n攻撃したとき、相手の武器を\n弾くことがある。\n	장비를 튕겨내는 데 능한 몬스터\n「켄고족」의 집념이\n담겨 있다.\n공격했을 때, 상대의 무기를\n튕겨내는 일이 있다.\n
SYS02393	SSCR.BIN	0x692F2	93		はじめの攻撃力はえらく高いが、\n攻撃するたびに、剣の強さが減っていく。\n最後は捨てるしかない。\n	처음 공격력은 몹시 높지만,\n공격할 때마다, 검의 강도가 줄어든다.\n결국엔 버릴 수밖에 없다.\n
SYS02394	SSCR.BIN	0x69351	198		これで敵をぶっ叩くと、\n相手を弾き飛ばすことができるぞ。\n両手で持つので 盾は持てない。\n合成するとき、これを「もと」にする\nことはできるが、ほかの武器を\n「もと」にして、これを合成する\nことはできない。\n	이걸로 적을 후려치면,\n상대를 튕겨 날려버릴 수 있다.\n양손으로 드므로 방패는 들 수 없다.\n합성할 때, 이것을 「베이스」로 삼는\n것은 가능하지만, 다른 무기를\n「베이스」로 삼아, 이것을 합성하는\n것은 불가능하다.\n
SYS02395	SSCR.BIN	0x69419	60		ドラゴンタイプのモンスターに、\nすさまじいダメージを与える。\n	드래곤 타입 몬스터에게,\n엄청난 데미지를 준다.\n
SYS02396	SSCR.BIN	0x69457	171		2マス分、攻撃がつきぬける。\n両手で持つので、盾は持てない。\n合成するとき、これを「もと」にする\nことはできるが、ほかの武器を\n「もと」にして、これを合成する\nことはできない。\n	2칸 분량, 공격이 관통한다.\n양손으로 드므로, 방패는 들 수 없다.\n합성할 때, 이것을 「베이스」로 삼는\n것은 가능하지만, 다른 무기를\n「베이스」로 삼아, 이것을 합성하는\n것은 불가능하다.\n
SYS02397	SSCR.BIN	0x69504	174		3マスはなれた敵まで攻撃できる。\n両手で持つので 盾は持てない。\n合成するとき、これを「もと」にする\nことはできるが、ほかの武器を\n「もと」にして、これを合成する\nことはできない。\n	3칸 떨어진 적까지 공격할 수 있다.\n양손으로 드므로 방패는 들 수 없다.\n합성할 때, 이것을 「베이스」로 삼는\n것은 가능하지만, 다른 무기를\n「베이스」로 삼아, 이것을 합성하는\n것은 불가능하다.\n
SYS02398	SSCR.BIN	0x695B4	65		オヤジ戦車など爆弾タイプの\nモンスターに、よりダメージを\n与える。\n	오야지 전차 등 폭탄 타입\n몬스터에게, 더 큰 데미지를\n준다.\n
SYS02399	SSCR.BIN	0x695F7	186		まわり8方向のすべての敵を\n1度に攻撃できる。\n両手で持つので 盾は持てない。\n合成するとき、これを「もと」にする\nことはできるが、ほかの武器を\n「もと」にして、これを合成する\nことはできない。\n	주변 8방향의 모든 적을\n한 번에 공격할 수 있다.\n양손으로 드므로 방패는 들 수 없다.\n합성할 때, 이것을 「베이스」로 삼는\n것은 가능하지만, 다른 무기를\n「베이스」로 삼아, 이것을 합성하는\n것은 불가능하다.\n
SYS02400	SSCR.BIN	0x696B3	191		相手に当たると勝手に伸びて、\n自分は1歩あとずさる。\n両手で持つので、盾は持てない。\n合成するとき、これを「もと」にすることは\nできるが、ほかの武器を「もと」にして\nこれを合成することはできない。\n	상대에게 맞으면 저절로 늘어나서,\n자신은 한 걸음 뒤로 물러난다.\n양손으로 드므로, 방패는 들 수 없다.\n합성할 때, 이것을 「베이스」로 삼는 것은\n가능하지만, 다른 무기를 「베이스」로 삼아\n이것을 합성하는 것은 불가능하다.\n
SYS02401	SSCR.BIN	0x69774	116		ギタンの好きなモンスター「ガマラ」の\n執念がこめられている。\nこれで敵を倒すと、敵がギタンに\nなってしまうことがある。\n	기탄을 좋아하는 몬스터 「가마라」의\n집념이 담겨 있다.\n이걸로 적을 쓰러뜨리면, 적이 기탄으로\n변해버리는 일이 있다.\n
SYS02402	SSCR.BIN	0x697EA	65		金なので柔らかい。\nあまり切れ味はよくないが、\nサビることはない。\n	금이라서 부드럽다.\n그다지 날카롭지는 않지만,\n녹슬 일은 없다.\n
SYS02403	SSCR.BIN	0x6982D	75		歴戦の木刀。\n古くから、いろいろな風来人の手に\n渡り継がれ、鍛えあげられた。\n	역전의 목검.\n예로부터, 여러 풍래인의 손을\n거쳐 전해지며, 단련되어 왔다.\n
SYS02404	SSCR.BIN	0x6987A	48		攻撃してダメージを与えると、\nHPが少し回復する。\n	공격해서 데미지를 주면,\nHP가 조금 회복된다.\n
SYS02405	SSCR.BIN	0x698AC	65		水中を攻撃できる。\nまた、水棲モンスターに\nよりダメージを与える。\n	수중을 공격할 수 있다.\n또한, 수생 몬스터에게\n더 큰 데미지를 준다.\n
SYS02406	SSCR.BIN	0x698EF	62		この武器はすごく頑丈だから、\n投げつけてもなくなることがない。\n	이 무기는 매우 튼튼해서,\n던져도 없어지는 일이 없다.\n
SYS02407	SSCR.BIN	0x6992F	173		熟練の風来人の間で語り継がれ、\n祭来国最大の秘宝とされる神秘の剣。\nこの世界にただひとつのみ存在し、\n倒れたり投げたりして失ったとしても、\n必ずどこかで復活すると言われている。\n	숙련된 풍래인들 사이에서 전해져 내려오는,\n마츠라이국 최대의 비보로 여겨지는 신비의 검.\n이 세계에 오직 하나만 존재하며,\n쓰러지거나 던져서 잃어버리더라도,\n반드시 어딘가에서 부활한다고 전해진다.\n
SYS02408	SSCR.BIN	0x699DE	122		この剣には意思があり、根性がある。\nそれゆえ、持ち主が窮地におちいり\nHPが少なくなってしまうと、\n通常の倍の威力を発揮する。\n	이 검에는 의지가 있고, 근성이 있다.\n그렇기에, 주인이 궁지에 몰려\nHP가 적어지면,\n평소의 두 배의 위력을 발휘한다.\n
SYS02409	SSCR.BIN	0x69A5A	169		この竹刀を持って修行をすると、\nメキメキと力がつくという、不思議な武器。\nおかげで、この竹刀を手に入れて\n楽に修行をしようという、\nグータラな侍たちがあとを絶たないという。\n	이 죽도를 들고 수행을 하면,\n무럭무럭 힘이 붙는다는, 신기한 무기.\n그 덕분에, 이 죽도를 손에 넣어\n편하게 수행하려는,\n게으른 무사들이 끊이지 않는다고 한다.\n
SYS02410	SSCR.BIN	0x69B05	118		一見、武器には見えない。\nしかしこの枝で叩かれたものは、\nどんどん生気を失ってしまうという。\nかなり恐ろしい武器である。\n	언뜻 보면, 무기로는 보이지 않는다.\n하지만 이 나뭇가지로 맞은 것은,\n점점 생기를 잃어버린다고 한다.\n상당히 무서운 무기이다.\n
SYS02411	SSCR.BIN	0x69B7D	159		鉄でできた扇。\nあおぐには重過ぎるが、武器としては強力。\n扇を広げれば敵の攻撃を防ぐこともできる。\nハリセンではないので、\nこれで相方をツッコまないようにしよう。\n	철로 만들어진 부채.\n부치기엔 너무 무겁지만, 무기로는 강력하다.\n부채를 펼치면 적의 공격을 막을 수도 있다.\n종이 부채가 아니므로,\n이걸로 파트너를 태클하지 않도록 하자.\n
SYS02412	SSCR.BIN	0x69C1E	178		人間の間ではあまり知られていないものの、\nモンスターの間では伝説的な武器。\nさまざまな効果をもつ、超強力な武器だが、\nちょっと扱いづらいところが難点。\n両手で持つので 盾は持てない。\n	인간들 사이에서는 그다지 알려져 있지 않지만,\n몬스터들 사이에서는 전설적인 무기.\n다양한 효과를 지닌, 초강력한 무기지만,\n다루기가 조금 까다로운 게 흠.\n양손으로 드므로 방패는 들 수 없다.\n
SYS02413	SSCR.BIN	0x69CD2	122		ワナを壊せる。\nしかし壊しているうちに、\n木づちのほうが先に壊れることもあるので\n注意が必要。\n両手で持つので 盾は持てない。\n	함정을 부술 수 있다.\n하지만 부수는 도중에,\n나무망치 쪽이 먼저 부서지는 일도 있으니\n주의가 필요.\n양손으로 드므로 방패는 들 수 없다.\n
SYS02414	SSCR.BIN	0x69D4E	145		削ってダシをとったりするもの。\n本来は料理に使う物だが、\n装備して攻撃することもできる。\nかじるとお腹が少しふくれるが、\n武器の強さも減ってしまう。\n	깎아서 육수를 내거나 하는 것.\n본래는 요리에 쓰는 물건이지만,\n장비해서 공격하는 것도 가능하다.\n갉아먹으면 배가 조금 부르지만,\n무기의 강도도 줄어들고 만다.\n
SYS02415	SSCR.BIN	0x69DE1	11		ツゥエッ！\n	투엣！\n
SYS02416	SSCR.BIN	0x69DEE	31		エモノを握ってパンチ力倍増だ！\n	무기를 쥐면 펀치력 2배다！\n
SYS02417	SSCR.BIN	0x69E0F	15		破壊　Not 破戒\n	파괴　Not 파계\n
SYS02418	SSCR.BIN	0x69E20	134		防御力はひくいがサビないし、\nおなかの減るスピードが半分になる。\nほかの盾を「もと」に、これを合成\nした場合は、サビない効果はつかない。\n	방어력은 낮지만 녹슬지 않고,\n배가 줄어드는 속도가 절반이 된다.\n다른 방패를 「베이스」로, 이것을 합성\n했을 경우에는, 녹슬지 않는 효과는 붙지 않는다.\n
SYS02419	SSCR.BIN	0x69EA8	101		そこそこの防御力はあるが、\nダンジョンの奥深くへ進むには頼りない。\n鍛えてあれば合成して役に立てよう。\n	어느 정도의 방어력은 있지만,\n던전 깊숙이 나아가기엔 미덥지 않다.\n단련되어 있다면 합성해서 도움이 되게 하자.\n
SYS02420	SSCR.BIN	0x69F0F	83		木でできた歴戦の盾。\n古くから、いろいろな風来人の手に\n渡りつがれ、鍛えあげられた。\n	나무로 만든 역전의 방패.\n예로부터, 여러 풍래인의 손을\n거쳐 전해지며, 단련되어 왔다.\n
SYS02421	SSCR.BIN	0x69F64	48		鉄でできた丈夫な盾。\n冒険のおともに定番の一品。\n	철로 만든 튼튼한 방패.\n모험의 동반자로 정평이 난 물건.\n
SYS02422	SSCR.BIN	0x69F96	25		炎によるダメージが減る。\n	화염에 의한 데미지가 줄어든다.\n
SYS02423	SSCR.BIN	0x69FB1	56		風魔鉄という、特殊な金属から\n造られた、防御力の高い盾。\n	풍마철이라는, 특수한 금속으로\n만들어진, 방어력 높은 방패.\n
SYS02424	SSCR.BIN	0x69FEB	48		敵から受けたダメージの一部を、\n相手にはね返す。\n	적에게 받은 데미지의 일부를,\n상대에게 되받아친다.\n
SYS02425	SSCR.BIN	0x6A01D	66		防御力は高いが、盾自体が重いので\nおなかの減るスピードが早くなる。\n	방어력은 높지만, 방패 자체가 무거워서\n배가 줄어드는 속도가 빨라진다.\n
SYS02426	SSCR.BIN	0x6A061	17		魔法をはね返す。\n	마법을 튕겨낸다.\n
SYS02427	SSCR.BIN	0x6A074	29		敵の攻撃をかわしやすくなる。\n	적의 공격을 피하기 쉬워진다.\n
SYS02428	SSCR.BIN	0x6A093	140		金箔のミニ屏風を、そのまま盾に。\n盾としての能力はほとんどないが、\n美術品としては高い評価を得ているようで、\n今ドキの奥様方には大人気、かも？\n	금박 미니 병풍을, 그대로 방패로.\n방패로서의 능력은 거의 없지만,\n미술품으로서는 높은 평가를 받고 있는 듯하며,\n요즘 사모님들 사이에서는 대인기, 일지도？\n
SYS02429	SSCR.BIN	0x6A121	87		凶暴な獣の顔をかたどった盾。\n見かけはコワイかもしれないが、\n防御力が高く、扱いやすい。\n	흉포한 짐승의 얼굴을 본뜬 방패.\n생김새는 무서울지도 모르지만,\n방어력이 높고, 다루기 쉽다.\n
SYS02430	SSCR.BIN	0x6A17A	95		はじめの防御力はえらく高いが、\n攻撃を受けるたび、盾の強さが減っていく。\n最後は捨てるしかない。\n	처음 방어력은 몹시 높지만,\n공격을 받을 때마다, 방패의 강도가 줄어든다.\n결국엔 버릴 수밖에 없다.\n
SYS02431	SSCR.BIN	0x6A1DB	39		地雷などの、爆発によるダメージが減る。\n	지뢰 등, 폭발에 의한 데미지가 줄어든다.\n
SYS02432	SSCR.BIN	0x6A204	64		盗みを働くモンスターから、\nギタンやアイテムを守ることができる。\n	도둑질을 하는 몬스터로부터,\n기탄이나 아이템을 지킬 수 있다.\n
SYS02433	SSCR.BIN	0x6A246	186		風魔の盾の最終形。\n非常に高い防御力と、多くの印を宿らせる\n器(うつわ)を持つ。\nこの盾に関しては、名だたる刀工師でさえ\nその生成方法が見つからなかった。\n故に、その存在を知る風来人は少ない。\n	풍마의 방패의 최종형.\n매우 높은 방어력과, 많은 문양을 깃들게 할\n그릇을 지니고 있다.\n이 방패에 관해서는, 이름난 도공사조차\n그 생성 방법을 찾아내지 못했다.\n그렇기에, 그 존재를 아는 풍래인은 적다.\n
SYS02434	SSCR.BIN	0x6A302	192		防御力だけでなく 攻撃力も増える。\nただし、両手で持つので、\n武器は持てなくなる。\n合成するときに、これを「もと」にする\nことはできるが、ほかの盾を\n「もと」にして、これを合成する\nことはできない。\n	방어력뿐만 아니라 공격력도 오른다.\n다만, 양손으로 드므로,\n무기는 들 수 없게 된다.\n합성할 때, 이것을 「베이스」로 삼는\n것은 가능하지만, 다른 방패를\n「베이스」로 삼아, 이것을 합성하는\n것은 불가능하다.\n
SYS02435	SSCR.BIN	0x6A3C4	143		装備している間は、\nおなかが減らなくなる。\nただし、一度でも装備すると、\nその瞬間に最大満腹度が\n1％になってしまい、装備を外しても\n元に戻らない。\n	장비하고 있는 동안은,\n배가 줄어들지 않게 된다.\n다만, 한 번이라도 장비하면,\n그 순간 최대 포만도가\n1%가 되어버려, 장비를 벗어도\n원래대로 돌아오지 않는다.\n
SYS02436	SSCR.BIN	0x6A455	131		飛んできたアイテムをよける。\nうっかり矢のワナなどにかかった\nときも、傷を負わずにすむ。\nただし、上から落ちてくる物は\nよけられない。\n	날아오는 아이템을 피한다.\n무심코 화살 함정 등에 걸렸을\n때에도, 상처를 입지 않고 넘어간다.\n다만, 위에서 떨어지는 것은\n피할 수 없다.\n
SYS02437	SSCR.BIN	0x6A4DA	88		「ガマラ」の、\nギタン好きの魂がこめられている。\nダメージを受けると、\nギタンがもらえる。\n	「가마라」의,\n기탄을 좋아하는 영혼이 담겨 있다.\n데미지를 받으면,\n기탄을 얻을 수 있다.\n
SYS02438	SSCR.BIN	0x6A534	196		モンスターから殴られたり\n叩かれたりして、ダメージを受けると\nなぜか経験値がもらえる。\nなので、ちょっと幸せかもしれない。\nだが、幸せにひたりすぎて、ダメージで\n死んでしまっては元も子もないので注意。\n	몬스터에게 얻어맞거나\n두들겨 맞아서, 데미지를 받으면\n어째서인지 경험치를 얻을 수 있다.\n그래서, 조금 행복할지도 모른다.\n하지만, 행복에 너무 취해서, 데미지로\n죽어버리면 아무 소용없으니 주의.\n
SYS02439	SSCR.BIN	0x6A5FA	93		毒をはねかえす、特殊なサカナの\nウロコでできているため、この盾を\n装備すると毒を受けなくなる。\n	독을 튕겨내는, 특수한 물고기의\n비늘로 만들어져 있어서, 이 방패를\n장비하면 독을 받지 않게 된다.\n
SYS02440	SSCR.BIN	0x6A659	48		金なので、柔らかい。\n防御力は低いが、サビない。\n	금이라서, 부드럽다.\n방어력은 낮지만, 녹슬지 않는다.\n
SYS02441	SSCR.BIN	0x6A68B	147		祭来国名物「リーバ祭」にかかせない盾。\n民芸品としても楽しめるが、\nこの盾を持っていると、\n仲間が一緒のときには\n大いに盛り上がれること間違いなしだ。\n	마츠라이국 명물 「리바 축제」에 빠질 수 없는 방패.\n민예품으로서도 즐길 수 있지만,\n이 방패를 가지고 있으면,\n동료가 함께일 때는\n크게 분위기가 달아오르는 것은 틀림없다.\n
SYS02442	SSCR.BIN	0x6A720	195		重い。\nハッキリ言って重すぎ。\nけれど、装備しているとよせカエルの\nひきよせ攻撃やムーロンの吹き飛ばし攻撃を\n無効にできるので便利。\nでも重すぎてお腹が減りやすくなるので、\nやっぱりちょっと不便かも。\n	무겁다.\n딱 잘라 말해서 너무 무겁다.\n하지만, 장비하고 있으면 요세카에루의\n끌어당기기 공격이나 무론의 날려버리기 공격을\n무효화할 수 있어서 편리하다.\n하지만 너무 무거워서 배가 쉽게 줄어드니,\n역시 좀 불편할지도.\n
SYS02443	SSCR.BIN	0x6A7E5	173		熟練の風来人の間で語り継がれ、\n祭来国最大の秘宝とされる神秘の盾。\nこの世界にただひとつのみ存在し、\n倒れたり投げたりして失ったとしても、\n必ずどこかで復活すると言われている。\n	숙련된 풍래인들 사이에서 전해져 내려오는,\n마츠라이국 최대의 비보로 여겨지는 신비의 방패.\n이 세계에 오직 하나만 존재하며,\n쓰러지거나 던져서 잃어버리더라도,\n반드시 어딘가에서 부활한다고 전해진다.\n
SYS02444	SSCR.BIN	0x6A894	25		電撃攻撃を無効にできる。\n	전격 공격을 무효화할 수 있다.\n
SYS02445	SSCR.BIN	0x6A8AF	203		敵から受けたダメージを\nそのままそっくり返すことができる。\n両手で持つので、武器は持てない。\n合成するときに、これを「もと」にする\nことはできるが、ほかの盾を\n「もと」にして、これを合成する\nことはできない。\n	적에게 받은 데미지를\n그대로 고스란히 되돌려줄 수 있다.\n양손으로 드므로, 무기는 들 수 없다.\n합성할 때, 이것을 「베이스」로 삼는\n것은 가능하지만, 다른 방패를\n「베이스」로 삼아, 이것을 합성하는\n것은 불가능하다.\n
SYS02446	SSCR.BIN	0x6A97C	231		ある地方にのみ、その存在が確認された\n伝説の部族「正面戦士」。\n彼らは自分の正面だけを鉄の鎧でおおい、\nその他はまったくの無防備という。\n正面からの攻撃にはかなり強固だが、\nそれ以外の方向からダメージを受けると、\n逆に弱くなってしまう。\n	어느 지방에서만, 그 존재가 확인된\n전설의 부족 「정면전사」.\n그들은 자신의 정면만을 철갑옷으로 감싸고,\n그 외에는 완전히 무방비라고 한다.\n정면에서의 공격에는 상당히 견고하지만,\n그 이외의 방향에서 데미지를 받으면,\n오히려 약해지고 만다.\n
SYS02447	SSCR.BIN	0x6AA65	214		黄泉水底ノ鎖とならび、モンスター界で\n最も恐れられている強力な盾である。\n直接攻撃のダメージの半分や\n魔法の効果を相手にはね返すほか、\n大抵のダメージを半減する能力も\n持ち合わせている。\n両手で持つので 武器は持てない。\n	황천수저의 사슬과 나란히, 몬스터 세계에서\n가장 두려움의 대상이 되는 강력한 방패이다.\n직접 공격 데미지의 절반이나\n마법 효과를 상대에게 되돌려주는 것 외에도,\n대부분의 데미지를 반감시키는 능력도\n갖추고 있다.\n양손으로 드므로 무기는 들 수 없다.\n
SYS02448	SSCR.BIN	0x6AB3D	131		この盾を持って敵の攻撃を受けると\n満腹度がちょっとだけ増えるという、\n不思議な盾である。\nほのかにだが、中華ダシの\n香りがするらしい。\n	이 방패를 들고 적의 공격을 받으면\n포만도가 조금 늘어난다는,\n신기한 방패이다.\n은은하게나마, 중화 육수\n향이 난다고 한다.\n
SYS02449	SSCR.BIN	0x6ABC2	27		合成しまくりじゃ。うひひ。\n	마구 합성해 버리는구먼. 우히히.\n
SYS02450	SSCR.BIN	0x6ABDF	35		水面を歩くことができるようになる。\n	수면을 걸을 수 있게 된다.\n
SYS02451	SSCR.BIN	0x6AC04	111		お店でアイテムを買う時、\n1度購入を断ると、\n今までの半額で売ってくれるようになる。\nしかしいきなり半額とは……。\n	가게에서 아이템을 살 때,\n한 번 구매를 거절하면,\n지금까지의 반값에 팔아주게 된다.\n하지만 갑자기 반값이라니……。\n
SYS02452	SSCR.BIN	0x6AC75	144		×ボツアイテム×\n新陳代謝をよくする効果があり\n１ターン行動するごとに、\nHPが\x01\x0B ５ポイント \x01\x02回復する。\nただし、おなかが減るスピードは2倍になる。\n	×삭제된 아이템×\n신진대사를 좋게 하는 효과가 있어\n1턴 행동할 때마다,\nHP가\x01\x0B 5포인트 \x01\x02회복된다.\n다만, 배가 줄어드는 속도는 2배가 된다.\n
SYS02453	SSCR.BIN	0x6AD07	25		アイテムがサビなくなる。\n	아이템이 녹슬지 않게 된다.\n
SYS02454	SSCR.BIN	0x6AD22	44		装備すると、たまに攻撃が\n会心の一撃になる。\n	장비하면, 가끔 공격이\n회심의 일격이 된다.\n
SYS02455	SSCR.BIN	0x6AD50	62		装備すると、たまに受けるダメージが\n痛恨の一撃になってしまう。\n	장비하면, 가끔 받는 데미지가\n통한의 일격이 되어버린다.\n
SYS02456	SSCR.BIN	0x6AD90	60		アイテムが呪われなくなる。\nジャガン仮面系の死の呪いも防ぐ。\n	아이템이 저주받지 않게 된다.\n자간 가면 계열의 죽음의 저주도 막는다.\n
SYS02457	SSCR.BIN	0x6ADCE	101		これを装備していると投げたアイテムが\n「銀の矢」のように、敵や壁を突き抜けて、\nどこまでも飛んで行く。\n	이것을 장비하고 있으면 던진 아이템이\n「은의 화살」처럼, 적이나 벽을 관통하여,\n끝없이 날아간다.\n
SYS02458	SSCR.BIN	0x6AE35	46		歩いているだけで経験値を\n得られるようになる。\n	걷고 있는 것만으로도 경험치를\n얻을 수 있게 된다.\n
SYS02459	SSCR.BIN	0x6AE65	17		×ボツアイテム×\n	×삭제된 아이템×\n
SYS02460	SSCR.BIN	0x6AE78	74		カンがよくなり、遠くにいるモンスターや\nアイテムの場所がわかるようになる。\n	감이 좋아져서, 멀리 있는 몬스터나\n아이템의 위치를 알 수 있게 된다.\n
SYS02461	SSCR.BIN	0x6AEC4	44		いつでも冷静沈着。\nあわてることがなくなる。\n	언제나 냉정침착.\n당황하는 일이 없어진다.\n
SYS02462	SSCR.BIN	0x6AEF2	17	SYS02459	×ボツアイテム×\n	×삭제된 아이템×\n
SYS02463	SSCR.BIN	0x6AF05	236		装備すると、コマンドウィンドウで部屋の\nワナをすべて動作させることができる。\nそのとき、ワナが見えるようになり、\n自分で「ふむ」を選択しないかぎり\nワナを踏まなくなる。\nまた、ワナをはがして拾うことができるが、\n1度置いたワナは拾えなくなる。\n	장비하면, 커맨드 윈도우에서 방 안의\n함정을 모두 작동시킬 수 있다.\n그때, 함정이 보이게 되며,\n스스로 「밟는다」를 선택하지 않는 한\n함정을 밟지 않게 된다.\n또한, 함정을 떼어내 주울 수 있지만,\n한 번 놓은 함정은 주울 수 없게 된다.\n
SYS02464	SSCR.BIN	0x6AFF3	64		空気を食べて生きていけるように\nなるため、おなかが減らなくなる。\n	공기를 먹고 살아갈 수\n있게 되어서, 배가 줄어들지 않게 된다.\n
SYS02465	SSCR.BIN	0x6B035	56		やたらと重い腕輪で、\nおなかの減るスピードが２倍になる。\n	유난히 무거운 팔찌라서,\n배가 줄어드는 속도가 2배가 된다.\n
SYS02466	SSCR.BIN	0x6B06F	50		アイテムを拾っただけでも、\n識別できるようになる。\n	아이템을 줍기만 해도,\n감정할 수 있게 된다.\n
SYS02467	SSCR.BIN	0x6B0A3	101		ふつう、アイテムは真っ直ぐにしか\n投げられないが、この腕輪を装備すると\n通路の角で曲がって飛んで行く。\n	보통, 아이템은 똑바로밖에\n던질 수 없지만, 이 팔찌를 장비하면\n통로의 모퉁이에서 꺾여 날아간다.\n
