id	file	offset	budget	same_as	jp	kr
SYS00051	SSCR.BIN	0xB255	21		基本%s力 %dポイント\x01\x02	기본 %s력 %d포인트\x01\x02
SYS00052	SSCR.BIN	0xB42A	20		《 メッセージ履歴 》	《 메시지 기록 》
SYS00053	SSCR.BIN	0xBA45	36		地面にたくさんワナができてしまった！	바닥에 함정이 잔뜩 생겨 버렸다!
SYS00054	SSCR.BIN	0xBC45	21		%sを はじきとばした！	%s를 튕겨내 버렸다!
SYS00055	SSCR.BIN	0xBDD0	39		フロア中が みずびたしになってしまった！	층 전체가 흠뻑 젖어 버렸다!
SYS00056	SSCR.BIN	0xBF68	8		Ａボタン	A버튼
SYS00057	SSCR.BIN	0xBF71	8		Ｂボタン	B버튼
SYS00058	SSCR.BIN	0xBF7A	8		Ｘボタン	X버튼
SYS00059	SSCR.BIN	0xBF83	8		Ｙボタン	Y버튼
SYS00060	SSCR.BIN	0xC4FE	17		%sは 燃え尽きた！	%s는 다 타버렸다!
SYS00061	SSCR.BIN	0xC62F	13		%sは もえた！	%s는 불탔다!
SYS00062	SSCR.BIN	0xC765	23		炎は さらに強くなった。	불꽃은 한층 강해졌다.
SYS00063	SSCR.BIN	0xCC58	17		封印できなかった!	봉인하지 못했다!
SYS00064	SSCR.BIN	0xCCA8	11		%sの 存在が	%s의 존재가
SYS00065	SSCR.BIN	0xCCDA	11		封印された!	봉인되었다!
SYS00066	SSCR.BIN	0xCD01	23		このダンジョンから %sの	이 던전에서 %s의
SYS00067	SSCR.BIN	0xCD3F	15		けはいが消えた!	기척이 사라졌다!
SYS00068	SSCR.BIN	0xF0EA	28		救助への道はここで終了です。	구조로 가는 길은 여기서 끝입니다.
SYS00069	SSCR.BIN	0xF10C	28		この先に進む事はできません。	이 앞으로는 나아갈 수 없습니다.
SYS00070	SSCR.BIN	0xF17A	4		進む	나아간다
SYS00071	SSCR.BIN	0xF186	8		そのまま	그대로
SYS00072	SSCR.BIN	0xF1A3	14		セーブして中断	세이브하고 중단
SYS00073	SSCR.BIN	0xF321	32		エレキロボが回収されていません。	엘레키 로봇이 회수되지 않았습니다.
SYS00074	SSCR.BIN	0xF352	38		ゲンさんに登録されていないエレキロボは	겐 씨에게 등록되지 않은 엘레키 로봇은
SYS00075	SSCR.BIN	0xF389	36		失われてしまいますがよろしいですか？	사라지게 되는데 괜찮으시겠습니까？
SYS00076	SSCR.BIN	0xF461	28		ゲンさんに登録したエレキ箱が	겐 씨에게 등록한 엘레키 상자가
SYS00077	SSCR.BIN	0xF48E	20		回収されていません。	회수되지 않았습니다.
SYS00078	SSCR.BIN	0xF4B3	34		このまま回収せずに先へ進みますか？	이대로 회수하지 않고 앞으로 나아가시겠습니까？
SYS00079	SSCR.BIN	0xF545	38		ダンジョンに入る前にセーブを行います。	던전에 들어가기 전에 세이브를 실행합니다.
SYS00080	SSCR.BIN	0xF573	38		ダンジョンに戻る前にセーブを行います。	던전으로 돌아가기 전에 세이브를 실행합니다.
SYS00081	SSCR.BIN	0xF5AA	36		以前のデータに上書きセーブされます。	이전 데이터에 덮어쓰기 세이브됩니다.
SYS00082	SSCR.BIN	0xF5DF	38		ダンジョンの中でゲームを中断する場合は	던전 안에서 게임을 중단할 경우에는
SYS00083	SSCR.BIN	0xF616	36		必ず階段や出口で「セーブして中断」を	반드시 계단이나 출구에서「세이브하고 중단」을
SYS00084	SSCR.BIN	0xF64C	16		行ってください。	실행해 주세요.
SYS00085	SSCR.BIN	0xF860	30		以前のデータに上書きセーブし、	이전 데이터에 덮어쓰기 세이브하고,
SYS00086	SSCR.BIN	0xF890	20		ゲームを中断します。	게임을 중단합니다.
SYS00087	SSCR.BIN	0xF8A9	32		続きは次のフロアから始まります。	이어서 다음 층부터 시작됩니다.
SYS00088	SSCR.BIN	0xF8DB	22		セーブを実行しますか？	세이브를 실행하시겠습니까？
SYS00089	SSCR.BIN	0xFFB2	8		もう一度	다시 한번
SYS00090	SSCR.BIN	0xFFC2	10		あきらめる	포기한다
SYS00091	SSCR.BIN	0x12569	17		%sを 手に入れた。	%s를 손에 넣었다.
SYS00092	SSCR.BIN	0x12980	17		%sは %sを踏んだ！	%s는 %s를 밟았다!
SYS00093	SSCR.BIN	0x129AA	32		しかし ワナには かからなかった。	하지만 함정에는 걸리지 않았다.
SYS00094	SSCR.BIN	0x13082	10		a\x0C時間切れ	a\x0C시간 종료
SYS00095	SSCR.BIN	0x130A3	233		　　　　 おめでとうございます!!\n　　　 あなたは、天輪国と祭来国の\n　すべてのダンジョンをクリアするという\n　　　　 快挙をなしとげました。\n　\n　　　　よってその栄誉をたたえ、\n　　　 あなたをスーパー風来人と\n　　　　　 認定いたします!!\n	축하드립니다!!\n　　　 당신은 천륜국과 제래국의\n　모든 던전을 클리어하는\n　　　　 쾌거를 이루셨습니다.\n　\n　　　　이에 그 영예를 기려,\n　　　 당신을 슈퍼 방랑자로\n　　　　　 인정합니다!!\n
SYS00096	SSCR.BIN	0x131B8	23		　　　　　　　　 表彰状	표창장
SYS00097	SSCR.BIN	0x131EF	27		　　　 スーパー風来人　%s殿	슈퍼 방랑자　%s 님
SYS00098	SSCR.BIN	0x13278	120		クリアキャンペーンに応募しよう！！\n先着１００名様に\x01\x07特製グッズ\x01\x02をプレゼント！\n　\n　　クリアキャンペーン応募パスワード\n	클리어 캠페인에 응모하자！！\n선착순 100명에게\x01\x07특제 굿즈\x01\x02를 선물！\n　\n　　클리어 캠페인 응모 패스워드\n
SYS00099	SSCR.BIN	0x132F2	204		官製はがきに郵便番号・住所・氏名・電話\n番号・年齢・性別・パスワード（８文字）を\n明記し、下記宛先に送って下さい。\n　\n　宛先〒101-8691神田郵便局内\n　私書箱1４６号「女剣士アスカ見参！」\n　キャンペーン応募係\n	관제엽서에 우편번호・주소・성명・전화\n번호・연령・성별・패스워드（8자）를\n명기하여 아래 주소로 보내 주십시오.\n　\n　주소〒101-8691 간다 우체국 내\n　사서함 146호「여검사 아스카 참전！」\n　캠페인 응모 담당\n
SYS00100	SSCR.BIN	0x133C0	240		　\n・記入事項に不備があった場合や\n　パスワードに不正が認められた場合は\n　失格となりますのでご注意下さい。\n　\n・当選は商品の発送をもってかえさせて\n　いただきます。\n　\n・キャンペーン応募状況等のご質問には\n　お答えできませんのでご了承下さい。\n	\n・기재 사항에 미비가 있는 경우나\n　패스워드에 부정이 확인된 경우는\n　실격 처리되오니 주의해 주십시오.\n　\n・당첨은 상품 발송으로\n　갈음하겠습니다.\n　\n・캠페인 응모 현황 등에 관한 문의에는\n　답변드릴 수 없으니 양해 부탁드립니다.\n
SYS00101	SSCR.BIN	0x135E8	30		パスワード表示を終わりますか？	패스워드 표시를 종료하시겠습니까？
SYS00102	SSCR.BIN	0x13617	30		この情報はコマンドウィンドウの	이 정보는 커맨드 윈도우의
SYS00103	SSCR.BIN	0x13646	32		「その他」の「Ｃキャンペーン」で	「기타」의「C캠페인」에서
SYS00104	SSCR.BIN	0x13677	22		いつでも確認できます。	언제든지 확인할 수 있습니다.
SYS00105	SSCR.BIN	0x139D7	38		見えなかったモノが見えるようになった。	보이지 않던 것이 보이게 되었다.
SYS00106	SSCR.BIN	0x148A9	12		倉庫から出る	창고에서 나간다
SYS00107	SSCR.BIN	0x148BD	8	SYS00071	そのまま	그대로
SYS00108	SSCR.BIN	0x14A66	30		床の上にアイテムやエレキロボが	바닥 위에 아이템이나 엘레키 로봇이
SYS00109	SSCR.BIN	0x14A96	14		残っています。	남아 있습니다.
SYS00110	SSCR.BIN	0x14AB9	34		床の上にエレキロボが残っています。	바닥 위에 엘레키 로봇이 남아 있습니다.
SYS00111	SSCR.BIN	0x14AE3	32		床の上にアイテムが残っています。	바닥 위에 아이템이 남아 있습니다.
SYS00112	SSCR.BIN	0x14B19	34		倉庫から出ると床の上に残したものは	창고에서 나가면 바닥에 남긴 물건은
SYS00113	SSCR.BIN	0x14B4C	34		全て失われますが、よろしいですか？	전부 사라지는데, 괜찮으시겠습니까？
SYS00114	SSCR.BIN	0x14BB0	12		かまわず出る	상관없이 나간다
SYS00115	SSCR.BIN	0x14BC4	12		まだ整理する	아직 정리한다
SYS00116	SSCR.BIN	0x1537E	4	SCR04172	はい	예
SYS00117	SSCR.BIN	0x1538A	6	SCR04173	いいえ	아니요
SYS00118	SSCR.BIN	0x15F55	12		空腹で倒れた	공복으로 쓰러졌다
SYS00119	SSCR.BIN	0x15F6E	16		%sを食べて倒れた	%s를 먹고 쓰러졌다
SYS00120	SSCR.BIN	0x15F84	16		落とし穴で倒れた	함정 구멍에 빠져 쓰러졌다
SYS00121	SSCR.BIN	0x15F98	12		毒矢で倒れた	독화살에 맞아 쓰러졌다
SYS00122	SSCR.BIN	0x15FA8	12		落石で倒れた	낙석에 맞아 쓰러졌다
SYS00123	SSCR.BIN	0x15FB8	12		丸太で倒れた	통나무에 맞아 쓰러졌다
SYS00124	SSCR.BIN	0x15FC8	22		眠っている間に倒された	잠든 사이에 쓰러졌다
SYS00125	SSCR.BIN	0x15FED	12		%sに倒された	%s에게 쓰러졌다
SYS00126	SSCR.BIN	0x1600A	16		にせ%sに倒された	가짜 %s에게 쓰러졌다
SYS00127	SSCR.BIN	0x16020	18		倉庫の中で倒された	창고 안에서 쓰러졌다
SYS00128	SSCR.BIN	0x16036	30		壁の中で身動きがとれずに倒れた	벽 속에서 꼼짝 못 하고 쓰러졌다
SYS00129	SSCR.BIN	0x16393	5		初級\n	초급\n
SYS00130	SSCR.BIN	0x1639A	5		上級\n	상급\n
SYS00131	SSCR.BIN	0x163A1	19		クリアキャンペーン\n	클리어 캠페인\n
SYS00132	SSCR.BIN	0x163B6	151		一、ワナを活用のこと\n一、ワナが拾えるのこと\n一、ワナを投げると落ちた直後に起動のこと\n一、投げたワナは、モンスターに当たらず\n　　足元に落ちて起動のこと\n	하나, 함정을 활용할 것\n하나, 함정을 주울 수 있음\n하나, 함정을 던지면 떨어진 직후 작동함\n하나, 던진 함정은 몬스터에게 맞지 않고\n　　발밑에 떨어져 작동함\n
SYS00133	SSCR.BIN	0x1644F	165		一、掘ってもすり減らぬ\n　　\x01\x07サトリのつるはし\x01\x02を授けるのこと\n一、部屋と部屋をつなぐ通路はなしのこと\n一、通路はみずから掘るのこと\n一、掘りすぎによる空腹に注意のこと\n	하나, 파도 닳지 않는\n　　\x01\x07사토리의 곡괭이\x01\x02를 하사함\n하나, 방과 방을 잇는 통로는 없음\n하나, 통로는 직접 파야 함\n하나, 지나치게 파서 생기는 공복에 주의할 것\n
SYS00134	SSCR.BIN	0x164F6	95		一、巻物と杖を活用のこと\n一、拾えるアイテムは、巻物や杖が主で\n　　武器や盾はまったくないのこと\n	하나, 두루마리와 지팡이를 활용할 것\n하나, 주울 수 있는 아이템은 두루마리나 지팡이가 주이며\n　　무기나 방패는 전혀 없음\n
SYS00135	SSCR.BIN	0x16557	125		一、エレキ箱を活用のこと\n一、エレキ箱と回路が\n　　たくさん落ちているのこと\n一、エレキ箱ならばいくつでも\n　　持ち込めるのこと\n	하나, 엘레키 상자를 활용할 것\n하나, 엘레키 상자와 회로가\n　　잔뜩 떨어져 있음\n하나, 엘레키 상자라면 몇 개든\n　　가져갈 수 있음\n
SYS00136	SSCR.BIN	0x165D6	141		一、２０のパズルを解くのこと\n一、一度クリアしたフロアは、\n　　とばして進めるのこと\n一、いつでも、フロアの最初から\n　　やり直しができるのこと\n	하나, 20개의 퍼즐을 풀 것\n하나, 한 번 클리어한 층은\n　　건너뛰고 진행할 수 있음\n하나, 언제든지 층의 처음부터\n　　다시 시작할 수 있음\n
SYS00137	SSCR.BIN	0x16665	106		一、秘技を活用のこと\n一、常に気力がたまる状態にあるのこと\n一、秘技書ならばいくつでも\n　　持ち込めるのこと\n	하나, 비기를 활용할 것\n하나, 항상 기력이 차는 상태임\n하나, 비기서라면 몇 개든\n　　가져갈 수 있음\n
SYS00138	SSCR.BIN	0x166D1	112		一、自分のレベルが上がらぬのこと\n一、自分の最大HPが上がらぬのこと\n一、なにを持ち込むかで\n　　命運がきまるのこと\n	하나, 자신의 레벨이 오르지 않음\n하나, 자신의 최대 HP가 오르지 않음\n하나, 무엇을 가져가느냐로\n　　명운이 결정됨\n
SYS00139	SSCR.BIN	0x16743	9		ボス連続\n	보스 연속\n
SYS00140	SSCR.BIN	0x1674E	11		手ぶら最強\n	맨손 최강\n
SYS00141	SSCR.BIN	0x16905	6	SCR00002	やめる	그만둔다
SYS00142	SSCR.BIN	0x169C6	13		攻略済み %d階	공략 완료 %d층
SYS00143	SSCR.BIN	0x169E8	17		最高到達階数 %d階	최고 도달 층수 %d층
SYS00144	SSCR.BIN	0x16A04	8		はじめて	처음
SYS00145	SSCR.BIN	0x16A25	12		持ち込み禁止	반입 금지
SYS00146	SSCR.BIN	0x16A44	16		持ち込み制限無し	반입 제한 없음
SYS00147	SSCR.BIN	0x16A5D	17		持ち込み制限 %d個	반입 제한 %d개
SYS00148	SSCR.BIN	0x16A87	18		仲間を連れて行ける	동료를 데려갈 수 있음
SYS00149	SSCR.BIN	0x16AA2	18		一人でしか入れない	혼자서만 들어갈 수 있음
SYS00150	SSCR.BIN	0x16C73	13		%sへは %d個の	%s에는 %d개의
SYS00151	SSCR.BIN	0x16C8A	29		アイテムしか 持っていけません	아이템밖에 가져갈 수 없습니다
SYS00152	SSCR.BIN	0x16CB0	6		%sへは	%s에는
SYS00153	SSCR.BIN	0x16CC0	27		アイテムを 持っていけません	아이템을 가져갈 수 없습니다
SYS00154	SSCR.BIN	0x16D31	6	SYS00152	%sへは	%s에는
SYS00155	SSCR.BIN	0x16D3F	24		仲間を連れて行けません。	동료를 데려갈 수 없습니다.
SYS00156	SSCR.BIN	0x16D5D	24		一人で%sに挑戦しますか？	혼자서 %s에 도전하시겠습니까？
SYS00157	SSCR.BIN	0x16DC1	6	SYS00152	%sへは	%s에는
SYS00158	SSCR.BIN	0x16DCF	26		ギタンを持って行けません。	기탄을 가져갈 수 없습니다.
SYS00159	SSCR.BIN	0x16DEF	30		持っているギタンを捨てますか？	소지한 기탄을 버리시겠습니까？
SYS00160	SSCR.BIN	0x16F68	122		　　戦闘終了するまえに、フロアにある　　\n　アイテム・エレキロボを回収して下さい。\n　　（注意! 未回収品は消えます。）　　　	전투 종료 전에, 층에 있는　　\n　아이템・엘레키 로봇을 회수해 주세요.\n　　（주의! 미회수 물품은 사라집니다.）
SYS00161	SSCR.BIN	0x16FF2	121		　　戦闘終了するまえに、フロアにある　　\n　　　　アイテムを回収して下さい。　　　\n　　 （注意! 未回収品は消えます。）　　	전투 종료 전에, 층에 있는　　\n　　　　아이템을 회수해 주세요.　　　\n　　 （주의! 미회수 물품은 사라집니다.）
SYS00162	SSCR.BIN	0x17071	122		　　戦闘終了するまえに、フロアにいる　　\n　　　エレキロボを回収して下さい。　　　\n　　（注意! 未回収ロボは消えます。）　　	전투 종료 전에, 층에 있는　　\n　　　엘레키 로봇을 회수해 주세요.　　　\n　　（주의! 미회수 로봇은 사라집니다.）
SYS00163	SSCR.BIN	0x170EE	79		　 コマンドウィンドウの「戦闘終了」を　\n　　　 選ぶと、戦闘は終了します。　　　	커맨드 윈도우의「전투 종료」를　\n　　　 선택하면, 전투가 종료됩니다.
